distance,elevation
998.6259928395441,4.700094344090013
1123.2338459060418,5.822403626453836
1201.5734245024958,6.491894103873249
1304.7119118316207,7.233966029389227
1389.636220577103,7.614490025671541
1502.4089297597682,7.6458237685361965
2521.0007717878225,9.581959843050969
2592.6618033998197,13.33790901531578
2712.1947549285383,20.015675333734944
2774.922230597547,23.537682847137035
2880.579204303208,28.61226973073651
3004.533511477978,32.16145882841353
3075.1004915375247,32.80775592555053
4576.888121288665,33.87786934764464
4710.755699386336,50.84909188976941
4780.000105688942,60.13868295006521
4910.203785002081,78.69636555314992
4981.246513887254,88.48823922223087
5095.947087320447,104.51126072776918
5188.598575883392,115.94931982582291
5284.719528830233,125.76891745424608
5402.9907308156935,135.22041237237036
5470.822687887637,139.19772641793136
5614.005554864271,144.50442272675204
5710.793676164925,146.41071958722594
5790.4045650969365,147.47796602543778
5912.2329580702535,148.46151058375975
11501.746031307335,203.29469990178484
13989.16242718157,208.7080576784438
14118.297199750123,210.54892445457938
14601.27272631925,276.24762784313623
21424.119575793364,296.1718381317202
21471.42473456856,315.874832430052
21598.494985244226,359.8772479029361
21724.446506168122,379.1004042127609
27604.969601271638,412.52900976470136
27688.113664689172,444.83640524363904
27781.524923116063,474.2642418579309
27880.026745198178,489.5901567112686
33591.48562927134,490.7538339209311
33671.24382221791,541.8621708912912
33796.84713316215,622.4617906688203
33901.582356453626,688.2604495081943
33981.65576280642,737.1433041595618
34119.130344408535,817.8573297147325
34210.68703405324,859.9309396635116
34297.103158912694,893.404729970269
34426.81491149894,925.1660060378356
34486.27731503262,931.9841162206042
34620.981848881805,932.787272627836
42617.78229047928,1023.507149440453
42682.513961818906,1069.5219529871215
42800.68092763436,1130.2471660360604
42902.95643459354,1151.5412362716008
56204.31331900635,1183.6511335990485
56321.62324256925,1224.844581577382
56400.32355248729,1249.2594031285375
56518.66751585519,1278.750055828252
56596.819557531315,1291.848448631236
56695.585793176084,1298.6797847544008
62800.48852041541,1362.8870623511752
62876.16542729133,1426.5924310236076
63016.1377715481,1480.9702242957578
71723.54160230825,1481.83869008342
71801.43919152001,1559.6903948711251
71924.05468082664,1688.0830302426814
72021.13014390957,1787.769533591454
72123.83175140922,1881.0187935899894
72176.80030421569,1923.5958060923028
72311.52498808791,2010.3931251453614
72411.72627666888,2053.4237166938356
72470.7531444011,2063.712791022347
76607.3705553968,2105.323985399761
76670.07104734138,2109.8448086023
93601.02619836674,2177.1608782904827
93696.37372050901,2231.530910799563
93818.18679033153,2266.961447609879
