distance,elevation
1020.1599136663884,11.256468728179012
1983.6161549619758,12.450855948754528
2113.083766719159,16.410471835536825
2224.0144928077334,19.79412204437066
2302.7170469145053,22.321558464539002
2425.743137445786,26.575920800376036
2522.771909517129,30.196521457428954
2619.468356111529,33.98557959897542
2708.3104872404197,37.52325394116641
2792.017674487344,40.81479300087541
2912.9215118608645,45.45704204939671
2980.3315664679167,47.93911388086679
3076.7973214581293,51.03459293181144
3181.1399865829094,53.5785378476212
3328.8412371799636,56.01722627771443
3422.8083509907,57.34861754836763
3528.885636247488,59.31718090200152
3619.68438576711,61.929247352722115
3725.790285156812,66.63112718652786
3803.7844002361817,71.43507863619776
3920.326526858587,81.13353853923579
4010.571785758139,90.47011056000358
4124.76734841443,103.77577714749854
4192.436375579365,112.06631478979475
4322.620331943382,128.05957927696002
4421.865803501479,140.17760093618915
4508.164697380361,149.89527184063382
4602.521600652934,159.36597165300998
4710.6403734506175,167.8657917683452
4799.861197454707,172.81103123983812
4906.653057487156,176.2091485872111
4982.311229030855,177.13529135855288
8020.023957669239,193.72861317874597
8114.374028314017,214.60240654329775
8181.578077098544,228.93830362862982
8286.292879363538,249.60324533437176
8398.407546222244,268.3584297000653
8482.071494248872,278.9858805660392
8581.935539068754,287.09033515831266
8699.713150764836,290.07971423237706
12880.3354194707,304.210727294966
12988.690047976324,338.875027526205
13116.279826560194,376.64159186734787
13193.365718096857,396.8699215932552
13292.008920521072,418.35249356294463
13383.343523399944,432.5263527131136
13489.578878703833,441.16067737992984
13593.37134149953,441.49339693717934
17828.60376316069,445.61281232308085
17895.313675460537,462.6688610637918
17989.07003393646,486.5440926923908
18086.2931203569,509.9452928658253
18214.4431346682,536.8358163709124
18308.163531719256,552.8921088199787
18386.641369498902,564.0652387798531
18523.646236248343,577.8996832054701
18581.961431762902,581.7780830632131
18707.78759498509,586.3583749384962
18784.265736894606,586.9089931424938
19581.113192169443,781.0863970920525
20209.729493058443,800.192760153288
25581.61098098268,812.6375101844737
25711.048959547217,863.5357704966107
25779.032669221782,893.8651941230676
25911.341501876963,957.6006265995178
25975.721680447412,990.5081536681841
26104.83690587443,1056.5936353725865
26219.029446046785,1114.031233706187
26283.153229716674,1144.2184355952759
26397.531809620927,1194.588424520361
26498.876112770537,1234.1486928923823
26602.632107078687,1270.3698479559891
26704.87506265937,1303.667718166529
26792.322212744188,1331.4412598739393
26898.675881930718,1364.3341962634815
26997.322775854722,1393.576714923003
27102.014423091503,1421.444473964798
27190.827308600205,1441.4610854871269
27316.45135241895,1460.7551725071653
27416.556655934768,1466.2503406900228
53489.911677080556,1473.8759803008245
53582.002038969564,1544.4235971512055
53701.820826425814,1599.667085356749
53771.54728969197,1612.1046864977916
55115.74549217616,1614.7370103077506
55176.08448858595,1654.116902670407
55315.13091438679,1708.603444259248
55422.995621983915,1722.9017498329179
55487.34742437572,1729.975289138379
55619.479453565735,1757.8423377989782
55690.142684211,1778.2056515078032
55800.44203541057,1804.3008762301538
55904.25038305859,1805.4081373406425
73385.42558052925,1915.8101954498172
73509.71332291547,2073.456578730165
73619.77708894764,2212.878800004386
73702.45340814581,2315.9798326373634
73774.90457279478,2409.480580026911
73916.77117750671,2594.675908181173
73994.11866122259,2824.864045020556
74193.99189630712,2954.738238493503
74291.35970784357,3064.164959075541
74429.17671464304,3189.060395762736
74520.29429051295,3250.6116064029393
74613.38127023488,3298.449143660843
74693.81973568017,3327.967293838592
74795.98243877052,3352.9686166844012
74894.26742428765,3367.829574242548
74987.24787945359,3376.6063303429905
75091.75141482064,3383.7336686445433
75219.86951054272,3391.6398425952616
75290.80033778031,3395.8612822556993
75382.25580597694,3399.724497941103
75519.97795966922,3411.506374354878
75577.46418479634,3426.630766192781
75692.36508744134,3475.481612771563
75778.3377529236,3518.496222201994
75916.08794525235,3571.931066555202
76027.3107489206,3576.7407391668903
84129.09266651503,3677.2487357172117
84207.32589190987,3736.4513374911458
84284.76205055187,3791.044822364603
84426.49717993126,3881.101576987934
84510.86788528418,3923.440702499268
84584.86521529083,3950.9940464897527
84685.88118357981,3972.0546342062185
84779.89730180688,3972.8542484231098
