distance,elevation
1018.6825022370036,1.6874000041398611
1103.018160114756,0.6199714479712222
1197.1749767819015,0.9114477751274171
1308.848458121049,3.1631451845405225
1401.9268469869667,5.249153858528763
1474.7082006380292,7.017542263268842
1575.844894299871,9.795441915463634
1675.9970634970748,13.59292590216496
1802.1255850010577,20.45506107156752
1907.341394900262,27.715486781044923
1991.793849884278,34.27181368746474
2112.807358808946,43.71651563060812
2191.8099831228,49.692694230921326
2311.3478220785123,57.505399190517046
2397.163000576493,62.078771163905984
2481.284036869097,65.7251910918756
2624.5453795745902,70.45928977597565
2689.567918731439,72.17184723273029
2799.584389018269,74.6224058526087
2873.017713418622,76.12997349812164
3025.937201251601,80.23574010490853
3125.973484960492,84.3409468934358
3205.515679639194,88.64719705483854
3314.944683972711,95.9368146577767
3379.221085179505,100.7373079485433
3496.2625985272844,109.96168010893594
3614.0978904337694,118.56781174733551
3670.5162421593195,122.0250006843077
3794.9991953101626,127.246277217859
3886.936263612438,128.58810974961185
4026.2785335391254,127.51259376220057
4121.856105627895,126.1155276581431
4183.564122385796,125.28456200949267
4302.614805614368,124.43052082404442
4427.446814077891,125.90350524584912
4494.376484608756,128.10754260400643
4608.473089416091,134.50478373367682
4702.011383552943,142.10216399706044
4805.339825230427,152.5508625383218
4915.494787798446,165.19748032247858
5016.348498657269,177.18171387230856
5111.462572808936,187.66633216247868
5225.6511130634235,198.62466893907924
5287.920699396199,204.16267531954912
5377.207367243321,212.00871085317237
5512.601729307784,224.99898484561865
5623.653610236423,235.46191277632266
5684.768360371445,240.55946275665588
5786.802292503458,246.85519538738805
5905.4427094328485,248.9787879567826
5987.7900242471715,246.59187789583345
6095.199834847065,238.05327168129512
6174.509442469784,227.85926450920135
6277.070136245271,211.06072602590785
6381.712783428595,190.59256977070052
6500.662232998318,164.9725516586512
6619.411876651291,138.43023438386396
6705.997854535875,117.78964358006748
6777.341241558741,101.29163952210433
6908.866053469653,72.60488711009792
6983.8915164405225,58.7750157362385
7106.531494890809,39.94306559099349
7179.965096553174,31.876503361478658
7304.385775626506,87.5430941062638
7414.15234878482,18.344661804099093
7470.2402939535405,16.744668163301778
7629.292011304044,12.499012044462729
7687.477723806249,10.77002172480946
7793.127451771051,8.389978331631728
7917.214679283447,273.23995345363153
8022.1203888332875,8.526761185178811
8121.624602569495,9.665093539108655
8217.065328110828,10.799696006740907
8297.220555913922,11.573957776347983
8425.793878051161,12.197898294344554
8501.894198324337,12.04875766705064
8612.592912026548,10.983213433986762
8688.812227822282,9.664370572189522
8783.560764411239,7.326569634530416
8927.241719553516,2.669570935952437
9024.793966687806,1.0258694844372465
9077.237565411282,2.924726177979294
9206.390981332324,5.773900554195322
9270.742896298156,6.273583447033041
9394.738412388058,6.703337984501521
9475.241586673023,7.670629818210857
9612.474641720657,13.031953342265918
9721.916449940201,22.315442710351775
9801.368394041412,32.33868075684866
9891.194153532868,46.24758360738878
9980.216234933998,63.22356883232064
10108.537127108679,90.16108413385226
10180.195191582075,106.51277401110136
10324.591454409468,139.17397174937133
10395.18551976417,153.9089264554087
10474.514768479983,167.694185594932
10583.198219561371,181.85456285477855
10702.457922132879,191.1247498065259
10785.623315216202,195.08200809712986
10907.14489056224,199.90896990805572
10995.488220806988,204.78449752437038
11113.901455297768,215.33575902987153
11197.128097746054,226.67550500298705
11288.86448465586,243.51453404880493
11408.631130148751,271.0553890344749
11500.01254114382,294.5515119520701
11585.890960400093,316.32572856670663
11703.832078751557,339.47226539870655
11828.388258799487,349.66128922213215
11874.987818038348,349.6098768946078
12013.22599466621,338.8802427521642
12114.858749929668,324.70086047872525
12190.381815021932,312.76787716387634
12285.064813854324,299.0455615962606
12370.64427034396,290.2310294117084
12470.883817100468,286.42354970374447
12604.303640215463,294.4964917254957
12707.365948664308,309.97141768883756
12782.814576934008,324.4517641317865
12874.790057143935,343.6114595404501
12991.642492084333,370.2539853196486
13082.327505204628,390.26044756293766
13173.057390336755,408.1450509036721
13291.657757886267,424.7298237533288
13377.199114245424,431.7187653738973
13518.594360188881,434.92558165116435
13586.554667592713,434.0756414105956
13718.894289607417,432.3126747085941
13825.291764083508,434.4046128835415
13917.735657118808,440.45590369746566
14017.219044941345,449.8541570639698
14103.125281118915,458.4477208109152
14173.89080767797,465.6897031524357
14291.797118855218,478.5785641059794
14394.175351027365,490.4880153798614
14508.363487789324,503.6013230553862
14622.037720909293,514.9085553882239
14726.138899881116,522.5502716491369
14800.89563005577,525.6214524445148
14907.726437003825,525.6721261320081
14990.9443356107,521.7107602353971
15076.846243504937,513.7562649458669
15175.694636276188,499.4952668970109
15286.730855462261,478.7200413671779
15370.711858217714,459.8032404959574
15527.502564107579,422.0591480764811
15600.528046702091,403.76216927397337
15721.28741683163,374.0568255042392
15802.830288481442,353.88474304979394
15881.833887684166,335.53316879731585
16023.29083100581,304.0240374324582
16090.565205782153,289.7013963403798
16183.538795069993,271.24885260304603
16304.844286438614,248.97226244059578
16411.35995487308,230.0707171803811
16523.996471593156,210.9309696998936
16625.648029566364,193.10153693288325
16718.34705663262,175.79604631021826
16818.92814011015,155.22996888272493
16924.29829522412,131.14819390451916
17002.76904521662,111.47352042414789
17085.08603387342,88.97122599256575
17192.86309973195,57.668774950037935
17303.6073805467,23.634604795711894
17398.00608345186,6.864142899525083
17506.166879408418,41.41509168763273
17594.167240400166,68.87780169958123
17701.91433939478,100.63032061357961
17800.271966051598,125.02982360262813
17877.506451633824,143.75643246849458
17988.48568207865,172.37304522359253
18088.848485381597,199.51423864194027
18206.149738672262,226.9984891081906
18324.453088919414,242.52727266482836
18421.49505321176,241.39605244856003
18496.18544667482,230.57541880217585
18628.63186621595,191.2392174807487
18712.46356182966,153.9992250490956
18782.12854790545,119.54958619154829
18887.377375225373,62.07897870906436
19027.774182966128,18.045100246864045
19106.113285275613,62.81963502376409
19189.85353118166,110.18049776556703
19304.933410777656,171.30429577893847
19395.91095225618,211.6669164342246
19471.835212401686,238.34872744322948
19582.47448998087,260.43065993498124
19728.64324420298,261.11352777441624
19785.35190145761,253.91905608987128
19887.31547976988,233.56970211982008
19994.114813009906,208.15618700340252
20106.3964583324,181.7875062694209
20176.601609284964,166.86359046569646
20329.988773866684,131.27566488515728
20389.376068946083,112.34874629779648
20513.351929468645,59.55355589778767
20622.62873733839,2.604807171660291
20688.15295569874,33.18410782077725
20776.420985338136,79.15931816562458
20904.4701752331,134.9129934766227
21011.889500431116,166.68379134355985
21111.653611696824,181.3976008805498
21201.700242606265,182.83471380108435
21272.7134141188,177.35376602915213
21426.628960204907,152.52081322114154
21497.07844394943,138.38743863894732
21602.07016832536,116.79599486615204
21700.409540654615,101.60124594783406
21826.985663487863,74.14469739968636
21899.480443975943,65.56947516109351
21971.72061428781,61.597076138171836
22121.688802052075,69.83474869428541
22181.18289113253,78.82090009572887
22315.2053342491,107.94852406331039
22429.91947935514,136.0686671450881
22475.729023689983,146.52804073790054
22592.798438231737,167.11222480897123
22695.329278488876,176.90539266137404
22813.89404113428,183.7949486944875
22918.96784419072,194.81838355269392
22989.369183503244,206.58248795912493
23086.162649711667,227.57820326920034
23221.072263454153,259.97880279502886
23277.499419929976,272.59890866834763
23404.174355827006,294.5719265763889
23520.204914331945,303.58456982548955
23620.04457643637,302.13413404269113
23678.846799694453,297.9129861311981
23770.70114035076,287.90837289430544
23913.800954127866,267.81020506464927
23999.191928508833,255.6163371703983
24110.076402637827,242.31433945184273
24228.333860177914,241.2934873642764
24318.920802830253,253.1637255270209
24407.134012976163,274.2925679132672
24475.703935571688,295.57890700481306
24602.533789055826,339.9921325721167
24729.469748301264,380.2528584051892
24801.546931335088,397.02164991261407
24901.20981864174,408.50612298302394
25029.235976050182,401.34143642817105
25088.221355518057,389.9303835958384
25227.4446982388,347.99572882352095
25278.23666679742,330.09050452233726
25394.972041481902,288.69014965546864
25470.932390513895,263.0754807503394
25612.60945017287,225.16973409961753
25679.241601790185,214.99058665560318
25794.827964038428,212.13507097585557
25918.979561544107,231.05006300293797
26011.159456896225,257.367337847896
26094.682729367232,286.0853288255098
26172.628209198432,314.02484818488335
26276.671385353202,347.17145012074945
26418.18140147908,375.10882102941264
26500.137300874347,382.74956914991475
26593.597548768746,391.5475606288633
26729.661963553022,417.3518027960323
26799.72655059267,437.96086952258946
26873.76123957043,462.38308258890976
27026.69661111454,511.9514058660148
27116.13719999515,531.8881759530148
27182.91885175813,539.2059979819254
27292.651758940036,535.1914851963259
27410.228089636188,508.39257172212916
27510.195076497715,469.9719433041128
27613.464147362472,420.5588612558089
27699.04645844811,374.9469299228026
27807.93753170211,312.8000273337128
27870.869534012265,276.25985475246006
28026.31481692254,194.9596455996741
28101.67039384827,162.52844366936463
28208.916933013406,128.2688122163044
28279.97284699783,113.56351184229551
28387.03523158314,101.7061958788696
28511.869341290214,97.95487350800519
28570.20471103348,97.03067250552462
28686.349726494213,90.32933446733227
28810.589405339273,68.00243840250567
28926.684063586155,29.761798767143322
29019.29894136079,9.518424826748188
29111.00860382428,49.28454422829052
29178.569223153274,76.18211637130439
29313.9069665123,123.666998852023
29416.18523456426,147.9271785292131
29485.616646463764,157.26404028985664
29587.347151753176,160.167450950527
29729.822717245628,143.40187496486752
29773.540932695334,134.07369780512266
29883.619284496395,104.95027774288025
29972.617467266307,77.77552470351957
30116.57566167989,36.21669001267506
30185.184380103576,19.425160932107925
30301.84413003828,4.2626930548202875
30376.2752788463,15.373294661276274
30478.568122243967,23.97306162309606
30591.481865398047,22.34070837369214
30724.479155284447,4.43567854440204
30816.291285166375,16.763047852644917
30908.658108861826,45.05959371226962
30984.78383566613,72.09264566322007
31094.53984002539,115.80052163902167
31187.207377297535,155.11034961078903
31299.73403178783,203.5276920698599
31416.94668954568,253.29449051910856
31480.317829074334,279.69694476773213
31582.599875456362,320.96935762195363
31726.74310972487,366.1482726004757
31784.02398071837,378.22217409764073
31911.901463484748,391.6955010923154
32007.2987572214,391.81474425282795
32117.44570084415,383.79444288673454
32195.351821165732,374.0521546787337
32280.49638726979,360.4110367237516
32411.0566279076,334.71444481183204
32511.205998400776,310.80459087948515
32628.38021204525,278.47729139912803
32687.914574254202,260.18512916246647
32806.07795107054,224.76278602682677
32884.93261571957,200.7700160187423
33009.33140376137,163.79788121593805
33119.50548972191,133.0016180762692
33216.91758666622,109.90576887062551
33276.43137463403,99.31361872061431
33422.689328223074,88.82567462312446
33526.80976137255,99.26168852496471
33622.01165869917,124.61161718336453
33688.02718000654,152.61035039129766
33803.98351589118,217.34140683618344
33904.47722598706,288.9199912485755
33982.803839930246,350.80136822707794
34117.796609469595,461.52505802464515
34216.837758102156,540.1331185491401
34300.23095649104,604.2688773671878
34409.437754262966,680.8267848389634
34474.57809047714,719.9402136390912
34602.01978120453,776.2068224921567
34705.80622374983,800.4846378018391
34779.01283721839,805.6056480884439
34911.9511526053,789.711142391994
35003.31828509519,762.6571345449879
35112.1284187962,714.8118453180257
35180.833455775406,677.7245947550963
35298.20389483587,600.6217559614151
35420.35157200429,500.6160041355624
35525.96492945304,401.0838166202386
35622.17285687974,301.4771816868951
35720.83732365251,199.7349711607676
35798.86702383933,119.78384446602084
35924.36434279467,1.92886741401776
36025.035468798735,87.19686427274159
36088.03643048623,135.4726198209028
36209.02778167177,213.91016563321014
36324.1839453402,275.10968803635177
36412.67208675722,315.6891307980551
36527.226005584605,360.1493591596098
36629.85330135601,397.0437376127815
36729.30270455346,430.7201827322433
36814.13522660181,458.8523793763643
36927.892439787225,497.62858461788016
36988.71501148629,518.4395960888058
37123.627770076804,569.9248764004707
37189.846259750484,595.8863519457551
37299.49661998005,639.0705244112407
37373.86029183033,666.3927226756615
37478.14654753802,700.6630457633619
37627.466928402486,733.2095360648816
37680.7413129982,739.0391454944034
37803.37750278386,740.4311414835254
37887.75352547891,733.6253513841206
38028.42972616079,711.3501107812347
38072.75814875928,701.005095166512
38207.64563081458,655.6791776518066
38278.212764551914,623.1069568230226
38399.20085953525,552.3681507562887
38486.31516941044,487.9160967694743
38570.13184737874,418.4646224126006
38725.63210851188,271.3112585178012
38809.93810483759,188.47810892745676
38892.072342919615,104.98870544083842
38986.614611299105,9.747205333507381
39070.18955342734,73.2643805760509
39191.721403271134,194.87623493660806
39277.86179418907,277.10655253301644
39398.00253088335,382.7123698334728
39503.772602470875,463.1079871955126
39629.16333586744,534.8264908729509
39696.258000040456,562.9154803815917
39797.03966320482,593.7437516565766
39909.51185321765,612.4972040970757
39972.538014123085,617.8919666214431
40118.00015583432,621.736407236349
40200.9174550898,620.547457249655
40318.664675505155,612.810159004988
40423.723483852045,591.3611377167681
40505.667391115436,562.5255047048827
40577.47199655205,531.5684394728064
40680.55410741735,480.80718879480617
40792.73284178481,430.2109623610615
40870.642386986256,402.91534984490113
40987.165100252176,380.4345445094468
41119.328874857325,382.95307152504154
41193.64120674254,396.2935878716525
41296.653637807765,423.3089109908627
41377.73469891307,447.4551511397051
41490.82998338374,479.43728366738185
41588.481786343975,501.7615969438619
41703.267472950225,521.905931966271
41794.53161542117,529.6565355115359
41881.173045881056,526.2964288434525
41995.03645163937,499.6788684278602
42071.115184580085,466.21132846632116
42208.22587523677,373.8974041594505
42284.49308188853,305.6401801298508
42404.16756398354,187.84711811676303
42482.382436426735,107.90983960147528
42606.16811385259,12.47708863533907
42685.684822273855,86.3564356181893
42827.83129539088,213.07801852732
42924.373145130936,304.2342190093535
42983.40475221996,360.05583855495235
43070.819886740785,443.8086052767963
43174.9046272564,538.5942428363036
43319.12161039945,659.1226627836841
43379.08860320901,703.8250542945368
43511.83085489761,785.1325060426549
43616.747023502576,834.7817349455246
43685.31888728191,860.6415838554992
43773.0857748822,887.7613846142742
43909.82738041702,920.6346779596371
43989.13628143005,937.1440751585476
44077.546646863775,953.855372312998
44221.48495473201,976.9994132432204
44303.21818841854,988.5103220061202
44398.0151948167,1002.6451566033127
44479.51436595357,1017.0005167565153
44593.286775722445,1041.6679725280344
44721.87633863427,1079.0913023116707
44783.77292876212,1100.0807868110383
44899.23422027353,1144.9046258493051
45017.35890776396,1193.1212096034508
45115.46093939181,1233.402959415674
45225.517770387836,1277.4123630233776
45289.645166123926,1303.6440457836513
45418.854664221966,1360.5347716114388
45505.080481994286,1406.5684209670746
45617.51762772926,1470.3429414732454
45685.97602106365,1509.0248223595493
45827.74649566407,1579.968454182196
45924.17141560587,1615.6127366879332
46022.18284922169,1639.7289368880088
46110.87320230937,1649.7481316406231
46185.3473314157,1651.0033289246846
46282.68697476255,1644.756329933289
46382.401414118234,1631.9966006648085
46472.808020573,1616.6937180475552
46573.47033856848,1594.5055229575962
46721.78700419513,1547.211587901211
46795.54938345897,1519.1120291164807
46895.21317817138,1478.8324232369855
47003.46301114577,1435.9875967929797
47120.5285208597,1395.8493953930408
47215.26421768826,1365.8355522990666
47274.559838521964,1347.1896848905637
47392.64009095493,1309.0588541530187
47525.45759424772,1254.1230890617396
47595.72451870614,1216.1909937918456
47679.360773131695,1163.4599681312486
47778.06622896763,1090.8963727645225
47903.564656106704,992.6653190777753
48015.786786543205,895.3370773721252
48078.11338851473,836.7161880905295
48222.170592770395,696.2045527089145
48276.939088538595,642.0763181983513
48393.069993616205,523.1788651723856
48510.09171438064,406.58451917768343
48580.014123543704,341.11634079087537
48719.67833550649,216.17519879155324
48823.90107466279,130.15794960767943
48922.73754768913,53.82981438078512
48997.85256568181,0.0
49088.3903445817,63.7466942407863
49222.99164258509,137.43769950672745
49303.71654595616,165.31444616991436
49411.5168089077,189.7501918667939
49496.315015136715,205.04374434906384
49575.476937138104,220.81469241823078
49704.96961936579,259.6183170589253
49824.909670625464,315.1835258638387
49900.455464897655,359.8482691399011
49982.56616494317,415.0056581510892
50111.26566922259,504.5887767030791
50229.74499889402,586.2365545233527
50282.013013659,619.3563509985552
50413.59109063712,682.4267027289744
50475.06677474857,693.5695436614617
50576.17814754247,683.0760460529638
50677.76935150315,640.7969191640047
50820.44070228804,551.8393973223217
50910.63952312432,492.4885883687758
51008.6686739682,439.61449080211975
51112.62421504389,407.0031363766396
51176.74258429057,402.82760737510824
51319.30758963769,438.1647981605197
51400.504187669074,483.70879920540654
51515.87856465656,563.3689454029513
51604.711819637116,624.6131354655896
51678.02101482372,668.6031648430516
51826.518687328,720.6457700179386
51922.49705267535,719.970645504011
52006.28421433484,695.8333106788789
52119.68142511431,635.6431262609813
52185.544674969395,590.0477423462569
52286.0780223224,516.1902851239294
52414.88350067571,433.85363710587757
52488.99882075654,404.15930530501635
52578.2495821027,391.2851272066037
52687.48026288913,411.87048506246765
52779.43877244813,448.39424659922463
52897.544032558246,496.4605249839848
53020.41679945867,528.729162592326
53122.48954498426,541.6820417812941
53220.77825946858,547.6251061834294
53327.320673882845,556.5468004178998
53428.11241244474,577.0086217655983
53509.15803210921,607.9227639232031
53596.745124147375,660.5695420475865
53678.892886250294,730.5057107277875
53803.43532157285,871.793639648105
53881.91580874126,979.2001624627071
54010.71457033949,1174.36572741653
54082.444485939246,1282.8974320698112
54186.154610785736,1443.2981335843954
54311.298375427454,1625.4605199213167
54396.34260484674,1738.2452202311135
54513.75186197324,1867.9736363584893
54629.810829820155,1962.0686890803674
54709.043232909564,2008.9795851428034
54815.23032015785,2051.273569805162
54900.17343831826,2075.5686270611795
54983.71170440899,2096.268232145777
55121.4670724246,2135.8997800002376
55215.45550939901,2167.6368476059147
55286.51418133634,2189.938285831417
55391.008041898094,2214.97608054629
55472.27080111464,2229.0448348513046
55572.98071959927,2241.2088870575553
55685.119462966875,2247.1895858107787
55775.34173089539,2245.732624663216
55922.584837475384,2227.4911739919785
55988.64003261762,2212.020716146725
56075.778067700354,2183.207624400133
56203.934247320234,2123.8282768131558
56294.0649168811,2068.2415431254503
56410.578190279324,1980.4028999623897
56511.517078558,1893.4619254622125
56580.28115239175,1826.3437484885435
56697.939001370345,1679.691907326907
56791.2935547287,1527.935237751501
56874.603164885026,1377.8863083783117
57013.56245375286,1113.7618470622592
57077.85576311479,997.9895636721957
57218.09950256564,775.8556058289015
57312.508675371784,657.5181040145928
57389.83709054815,582.3071890540672
57500.61762553381,506.2277787025842
57600.578629098665,459.7975571486271
57729.44122749902,419.9884071559826
57795.71016504672,406.3430161273551
57872.851906220865,390.9915011361575
58006.865230153875,349.30469754547437
58112.668575354444,290.98986902792467
58219.313437241224,210.73178149042454
58313.72070492333,129.51036428734497
58384.60799858342,65.32321412176546
58499.79639628389,30.470881357964025
58603.37760096328,94.78534165129656
58683.5302033353,120.57721752544352
58776.45397829568,119.63126751519056
58900.25303563534,68.84067146860315
59012.329849969785,11.053180792196006
59110.45573759575,81.85491617303157
59179.32310439482,120.18198134792763
59282.57013444307,155.31008772035202
