distance,elevation
1024.534056016241,3.640296309802744
1127.6531255991936,2.635676709562566
1184.0666377830846,2.010574685687466
1294.6717337027906,0.6248728403943045
1397.3538604517787,0.8340101210944281
1490.0237077893892,2.0504680786814506
1584.442104432399,2.865779199085809
1723.5030622726533,3.1676129581924637
1822.0017176915003,2.942066396181272
1929.8176479897795,2.687212860981587
1993.5089457385493,2.7065000685404565
2078.2804744187392,3.105028479687337
2228.0331506841335,5.212051958081372
2288.715942195846,6.601269762615584
2416.6404268123433,10.53023068058612
2521.453402312567,14.548488545961153
2595.05094673042,17.730087639748096
2728.8190508860202,24.554897517767227
2793.7310140388477,28.328014895132466
2885.2757831177482,34.03893687524793
3016.71625603531,42.48342914681217
3096.410020436524,47.378994335699936
3181.3377058601927,52.28497327437831
3272.3167615132807,57.04433174902796
3416.659233684582,63.98934745992759
3470.816197144913,66.6257022107786
3581.476438714524,72.46760204330792
3678.0679415611603,78.63700422337618
3827.3089887879664,90.70084254954068
3914.1738653803745,98.53247663330106
4002.7595102418404,106.44602661620924
4073.867258349746,112.62594882144838
4177.157462909431,120.87644727508015
4307.2951209911735,130.2331409215244
4406.225929061251,136.57614390711532
4498.262613508891,141.98593726697536
4596.072813486487,147.3524654251072
4692.995085112201,152.2655477596881
4792.0416674257385,156.93788676922446
4920.1775712094095,162.4837003540811
4972.216269391017,164.60981753352718
5128.384497009185,170.99601067485526
5184.328417661012,173.33990036501322
5294.468036547072,177.59432748734912
5374.741253436883,180.35140243684333
5485.547268371279,184.1707177084205
5594.847202936789,188.90881587011512
5702.061089946738,195.6257760603843
5817.202108362037,206.20684445824133
5885.27641329334,214.49044687581264
5997.505485220241,231.55955441078166
6072.9135743586785,245.18445759366912
6211.308846025031,274.5018856769084
6304.300185668822,295.95052291640985
6393.544541319946,317.0352032075385
6502.642317728246,342.7518520669518
6578.001024976035,360.1790099013944
6718.366869321614,389.7035498334098
6798.378608541816,403.9118923217254
6890.813767570425,416.95868875631646
7005.538276579652,427.8634309632044
7104.750231464517,432.42513804321857
7190.910010552518,433.1952096346239
7303.807352909811,430.57460062908825
7423.581494878768,425.0279982342098
7496.739821241956,420.75481380721993
7600.551869230332,413.5473307662697
7700.302303903831,404.21279522662866
7778.67272540201,394.87135264241954
7875.127580687324,381.08468410601233
7971.709284165021,370.71682941875395
